classes,entities,level1classes
wordnet_institution_108053576,/m/07vyf,wordnet_organization_108008335
wordnet_institution_108053576,/m/04czgbh,wordnet_organization_108008335
wordnet_institution_108053576,/m/07wlt,wordnet_organization_108008335
wordnet_institution_108053576,/m/02d6ph,wordnet_organization_108008335
wordnet_institution_108053576,/m/04n7ps6,wordnet_organization_108008335
wordnet_institution_108053576,/m/0906w9,wordnet_organization_108008335
wordnet_institution_108053576,/m/0g2jl,wordnet_organization_108008335
wordnet_institution_108053576,/m/0fvppk,wordnet_organization_108008335
wordnet_institution_108053576,/m/01yx7f,wordnet_organization_108008335
wordnet_institution_108053576,/m/0k9wp,wordnet_organization_108008335
wordnet_institution_108053576,/m/04zw9hs,wordnet_organization_108008335
wordnet_institution_108053576,/m/03lpp_,wordnet_organization_108008335
wordnet_institution_108053576,/m/022fj_,wordnet_organization_108008335
wordnet_institution_108053576,/m/0226k3,wordnet_organization_108008335
wordnet_institution_108053576,/m/0d5fb,wordnet_organization_108008335
wordnet_institution_108053576,/m/020mfr,wordnet_organization_108008335
wordnet_institution_108053576,/m/02x2097,wordnet_organization_108008335
wordnet_institution_108053576,/m/0bfp0l,wordnet_organization_108008335
wordnet_institution_108053576,/m/03sc8,wordnet_organization_108008335
wordnet_institution_108053576,/m/024cg8,wordnet_organization_108008335
wordnet_institution_108053576,/m/0fw9n7,wordnet_organization_108008335
wordnet_institution_108053576,/m/0277jc,wordnet_organization_108008335
wordnet_institution_108053576,/m/05bnq8,wordnet_organization_108008335
wordnet_institution_108053576,/m/0pspl,wordnet_organization_108008335
wordnet_institution_108053576,/m/025ttz4,wordnet_organization_108008335
wordnet_institution_108053576,/m/02ln0f,wordnet_organization_108008335
wordnet_institution_108053576,/m/0dy04,wordnet_organization_108008335
wordnet_institution_108053576,/m/01rgn3,wordnet_organization_108008335
wordnet_institution_108053576,/m/05nn2c,wordnet_organization_108008335
wordnet_institution_108053576,/m/0g26h,wordnet_organization_108008335
wordnet_institution_108053576,/m/01vg13,wordnet_organization_108008335
wordnet_institution_108053576,/m/0gf14,wordnet_organization_108008335
wordnet_institution_108053576,/m/03hfxkn,wordnet_organization_108008335
wordnet_institution_108053576,/m/052nd,wordnet_organization_108008335
wordnet_institution_108053576,/m/0fqy4p,wordnet_organization_108008335
wordnet_institution_108053576,/m/09kvv,wordnet_organization_108008335
wordnet_institution_108053576,/m/03np_7,wordnet_organization_108008335
wordnet_institution_108053576,/m/011k11,wordnet_organization_108008335
wordnet_institution_108053576,/m/012mzw,wordnet_organization_108008335
wordnet_institution_108053576,/m/0b6k40,wordnet_organization_108008335
wordnet_institution_108053576,/m/01t9_0,wordnet_organization_108008335
wordnet_institution_108053576,/m/0342z_,wordnet_organization_108008335
wordnet_institution_108053576,/m/0820xz,wordnet_organization_108008335
wordnet_institution_108053576,/m/027kp3,wordnet_organization_108008335
wordnet_institution_108053576,/m/01rgdw,wordnet_organization_108008335
wordnet_institution_108053576,/m/01rs59,wordnet_organization_108008335
wordnet_institution_108053576,/m/031hxk,wordnet_organization_108008335
wordnet_institution_108053576,/m/01dnnt,wordnet_organization_108008335
wordnet_institution_108053576,/m/02bf58,wordnet_organization_108008335
wordnet_institution_108053576,/m/04913k,wordnet_organization_108008335
wordnet_institution_108053576,/m/012vwb,wordnet_organization_108008335
wordnet_institution_108053576,/m/01lnyf,wordnet_organization_108008335
wordnet_institution_108053576,/m/02vkzcx,wordnet_organization_108008335
wordnet_institution_108053576,/m/02px_23,wordnet_organization_108008335
wordnet_institution_108053576,/m/041pnt,wordnet_organization_108008335
wordnet_institution_108053576,/m/01k7xz,wordnet_organization_108008335
wordnet_institution_108053576,/m/08815,wordnet_organization_108008335
wordnet_institution_108053576,/m/012b30,wordnet_organization_108008335
wordnet_institution_108053576,/m/01cyd5,wordnet_organization_108008335
wordnet_institution_108053576,/m/017s11,wordnet_organization_108008335
wordnet_institution_108053576,/m/0338lq,wordnet_organization_108008335
wordnet_institution_108053576,/m/05ftw3,wordnet_organization_108008335
wordnet_institution_108053576,/m/05krk,wordnet_organization_108008335
wordnet_institution_108053576,/m/02zccd,wordnet_organization_108008335
wordnet_institution_108053576,/m/09j_g,wordnet_organization_108008335
wordnet_institution_108053576,/m/02yr1q,wordnet_organization_108008335
wordnet_institution_108053576,/m/02bbyw,wordnet_organization_108008335
wordnet_institution_108053576,/m/0fbq2n,wordnet_organization_108008335
wordnet_institution_108053576,/m/02gr81,wordnet_organization_108008335
wordnet_institution_108053576,/m/0152x_,wordnet_organization_108008335
wordnet_institution_108053576,/m/03s7h,wordnet_organization_108008335
wordnet_institution_108053576,/m/05b0f7,wordnet_organization_108008335
wordnet_institution_108053576,/m/018mxj,wordnet_organization_108008335
wordnet_institution_108053576,/m/0gdm1,wordnet_organization_108008335
wordnet_institution_108053576,/m/02gnh0,wordnet_organization_108008335
wordnet_institution_108053576,/m/01tzfz,wordnet_organization_108008335
wordnet_institution_108053576,/m/0289q,wordnet_organization_108008335
wordnet_institution_108053576,/m/04_j5s,wordnet_organization_108008335
wordnet_institution_108053576,/m/01rt2z,wordnet_organization_108008335
wordnet_institution_108053576,/m/0jnpc,wordnet_organization_108008335
wordnet_institution_108053576,/m/04cygb3,wordnet_organization_108008335
wordnet_institution_108053576,/m/06v99d,wordnet_organization_108008335
wordnet_institution_108053576,/m/0vkl2,wordnet_organization_108008335
wordnet_institution_108053576,/m/01w40h,wordnet_organization_108008335
wordnet_institution_108053576,/m/026v5,wordnet_organization_108008335
wordnet_institution_108053576,/m/032dg7,wordnet_organization_108008335
wordnet_institution_108053576,/m/041sbd,wordnet_organization_108008335
wordnet_institution_108053576,/m/01ynvx,wordnet_organization_108008335
wordnet_institution_108053576,/m/02ccqg,wordnet_organization_108008335
wordnet_institution_108053576,/m/03b8gh,wordnet_organization_108008335
wordnet_institution_108053576,/m/01bk1y,wordnet_organization_108008335
wordnet_institution_108053576,/m/01gwck,wordnet_organization_108008335
wordnet_institution_108053576,/m/024c1b,wordnet_organization_108008335
wordnet_institution_108053576,/m/0352gk,wordnet_organization_108008335
wordnet_institution_108053576,/m/0bjkk9,wordnet_organization_108008335
wordnet_institution_108053576,/m/035wtd,wordnet_organization_108008335
wordnet_institution_108053576,/m/039d4,wordnet_organization_108008335
wordnet_institution_108053576,/m/01p896,wordnet_organization_108008335
wordnet_institution_108053576,/m/0jpn8,wordnet_organization_108008335
wordnet_institution_108053576,/m/01lvrm,wordnet_organization_108008335
wordnet_institution_108053576,/m/05hf_5,wordnet_organization_108008335
wordnet_institution_108053576,/m/0h6dj,wordnet_organization_108008335
wordnet_institution_108053576,/m/0146hc,wordnet_organization_108008335
wordnet_institution_108053576,/m/061v5m,wordnet_organization_108008335
wordnet_institution_108053576,/m/02q3wl,wordnet_organization_108008335
wordnet_institution_108053576,/m/015fsv,wordnet_organization_108008335
wordnet_institution_108053576,/m/012lzr,wordnet_organization_108008335
wordnet_institution_108053576,/m/01hc1j,wordnet_organization_108008335
wordnet_institution_108053576,/m/017jv5,wordnet_organization_108008335
wordnet_institution_108053576,/m/01jsk6,wordnet_organization_108008335
wordnet_institution_108053576,/m/01qxs3,wordnet_organization_108008335
wordnet_institution_108053576,/m/07vfj,wordnet_organization_108008335
wordnet_institution_108053576,/m/0gsgr,wordnet_organization_108008335
wordnet_institution_108053576,/m/0143hl,wordnet_organization_108008335
wordnet_institution_108053576,/m/02lv2v,wordnet_organization_108008335
wordnet_institution_108053576,/m/0ftf0f,wordnet_organization_108008335
wordnet_institution_108053576,/m/05nrkb,wordnet_organization_108008335
wordnet_institution_108053576,/m/02j04_,wordnet_organization_108008335
wordnet_institution_108053576,/m/06klyh,wordnet_organization_108008335
wordnet_institution_108053576,/m/026bt_h,wordnet_organization_108008335
wordnet_institution_108053576,/m/035ktt,wordnet_organization_108008335
wordnet_institution_108053576,/m/01qwb5,wordnet_organization_108008335
wordnet_institution_108053576,/m/025v3k,wordnet_organization_108008335
wordnet_institution_108053576,/m/02txdf,wordnet_organization_108008335
wordnet_institution_108053576,/m/01v3k2,wordnet_organization_108008335
wordnet_institution_108053576,/m/026f5s,wordnet_organization_108008335
wordnet_institution_108053576,/m/016w7b,wordnet_organization_108008335
wordnet_institution_108053576,/m/043ljr,wordnet_organization_108008335
wordnet_institution_108053576,/m/01zn4y,wordnet_organization_108008335
wordnet_institution_108053576,/m/03hpkp,wordnet_organization_108008335
wordnet_institution_108053576,/m/01ygv2,wordnet_organization_108008335
wordnet_institution_108053576,/m/044crp,wordnet_organization_108008335
wordnet_institution_108053576,/m/057wlm,wordnet_organization_108008335
wordnet_institution_108053576,/m/019v67,wordnet_organization_108008335
wordnet_institution_108053576,/m/0mbwf,wordnet_organization_108008335
wordnet_institution_108053576,/m/04mkft,wordnet_organization_108008335
wordnet_institution_108053576,/m/03qx_f,wordnet_organization_108008335
wordnet_institution_108053576,/m/01nkcn,wordnet_organization_108008335
wordnet_institution_108053576,/m/017ztv,wordnet_organization_108008335
wordnet_institution_108053576,/m/01_4lx,wordnet_organization_108008335
wordnet_institution_108053576,/m/03mnk,wordnet_organization_108008335
wordnet_institution_108053576,/m/03l78j,wordnet_organization_108008335
wordnet_institution_108053576,/m/02l1fn,wordnet_organization_108008335
wordnet_institution_108053576,/m/02p8454,wordnet_organization_108008335
wordnet_institution_108053576,/m/03ng8q,wordnet_organization_108008335
wordnet_institution_108053576,/m/017j69,wordnet_organization_108008335
wordnet_institution_108053576,/m/037q2p,wordnet_organization_108008335
wordnet_institution_108053576,/m/016sd3,wordnet_organization_108008335
wordnet_institution_108053576,/m/0257h9,wordnet_organization_108008335
wordnet_institution_108053576,/m/027jw0c,wordnet_organization_108008335
wordnet_institution_108053576,/m/01w_sh,wordnet_organization_108008335
wordnet_institution_108053576,/m/01wdj_,wordnet_organization_108008335
wordnet_institution_108053576,/m/03gdf1,wordnet_organization_108008335
wordnet_institution_108053576,/m/02v992,wordnet_organization_108008335
wordnet_institution_108053576,/m/02yxjs,wordnet_organization_108008335
wordnet_institution_108053576,/m/0mgkg,wordnet_organization_108008335
wordnet_institution_108053576,/m/0kx4m,wordnet_organization_108008335
wordnet_institution_108053576,/m/0hkqn,wordnet_organization_108008335
wordnet_institution_108053576,/m/04kqk,wordnet_organization_108008335
wordnet_institution_108053576,/m/05h4t7,wordnet_organization_108008335
wordnet_institution_108053576,/m/04cnp4,wordnet_organization_108008335
wordnet_institution_108053576,/m/0325dj,wordnet_organization_108008335
wordnet_institution_108053576,/m/016ndm,wordnet_organization_108008335
